unit,unit_type,district,class,class_label,sub_class,sub_class_label,order,order_label,book_page,total,earners_males,earners_females,partly_agriculturists_males,partly_agriculturists_females,dependants_and_working_dependants
Acre,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,2a,Nomads,324,0,0,0,0,0,0
Acre,subdistrict,Northern,A,Production of raw materials,II,Extraction of minerals,3,Mines,324,0,0,0,0,0,0
Acre,subdistrict,Northern,A,Production of raw materials,II,Extraction of minerals,4,Quarries of hard rocks,325,224,64,0,0,0,160
Acre,subdistrict,Northern,A,Production of raw materials,II,Extraction of minerals,5,"Salt, etc.",326,0,0,0,0,0,0
Acre,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,6,Textiles,327,65,18,7,0,0,40
Acre,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,7,"Hides, skins and hard material from the animal kingdom",331,2,0,0,0,0,2
Acre,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,8,Wood,333,669,173,9,3,0,487
Acre,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,9,Metals,334,264,71,1,0,0,192
Acre,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,10,Ceramics,337,37,9,1,0,0,27
Acre,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,11,Chemical products properly so called and analogous,339,248,90,24,2,0,134
Acre,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,12,Food industries,341,492,135,2,4,0,355
Acre,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,13,Industries of dress and the toilet,345,945,241,52,4,0,652
Acre,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,14,Furniture industries,347,34,13,1,0,0,20
Acre,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,15,Building industries,348,564,208,2,5,0,354
Acre,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,16,Construction of means of transport,350,27,4,1,0,0,22
Acre,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,17,Production and transmission of physical forces,352,13,4,0,0,0,9
Acre,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,18,Industries of luxury and those pertaining to literature and the arts and sciences,352,82,26,0,1,0,56
Acre,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,19,Industries concerned with refuse matter,356,48,16,0,0,0,32
Acre,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,20,Other industries,356,0,0,0,0,0,0
Acre,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,21,Transport by water,357,187,53,1,0,0,133
Acre,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,22,Transport by road,359,1304,398,2,12,0,904
Acre,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,23,Transport by rail,360,289,77,2,1,0,210
Acre,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,24,"Post office, telegraph and telephone",361,29,7,0,0,0,22
Acre,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,25,"Banks, establishments of credit, exchange and insurance",362,33,5,3,0,0,25
Acre,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,26,"Brokerage, commission and export",363,170,40,0,3,0,130
Acre,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,27,Trade in textiles,363,213,61,1,6,0,151
Acre,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,28,"Trade in skins, leather and furs",364,3,2,0,0,0,1
Acre,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,29,Trade in wood,365,17,4,0,0,0,13
Acre,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,30,Trade in metals,365,0,0,0,0,0,0
Acre,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,31,Trade in pottery,366,4,1,0,0,0,3
Acre,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,32,Trade in chemical products,367,32,11,0,1,0,21
Acre,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,33,"Hotels, cafés, restaurants",367,425,132,1,0,0,292
Acre,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,34,Other trade in foodstuffs,368,1553,382,13,19,0,1158
Acre,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,35,Trade in clothing and toilet articles,372,112,26,0,0,0,86
Acre,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,36,Trade in furniture,373,27,7,0,0,0,20
Acre,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,37,Trade in building materials,374,18,4,0,1,0,14
Acre,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,38,Trade in means of transport,375,16,7,0,1,0,9
Acre,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,39,Trade in fuel,375,19,6,0,0,0,13
Acre,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,40,Trade in articles of luxury and those pertaining to letters and arts and sciences,376,0,0,0,0,0,0
Acre,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,41,Trade in refuse matter,377,0,0,0,0,0,0
Acre,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,42,Trade in other sorts,378,102,32,0,1,0,70
Acre,subdistrict,Northern,C,Public administration and liberal arts,VI,Public force,43,Army and air force,380,27,3,0,0,0,24
Acre,subdistrict,Northern,C,Public administration and liberal arts,VI,Public force,44,Navy,381,0,0,0,0,0,0
Acre,subdistrict,Northern,C,Public administration and liberal arts,VI,Public force,45,Police,381,547,142,0,5,0,405
Acre,subdistrict,Northern,C,Public administration and liberal arts,VII,Public administration,46,Public administration,382,486,135,1,3,0,350
Acre,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,47,Religion,384,233,66,8,6,0,159
Acre,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,48,Law,386,88,21,0,1,0,67
Acre,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,49,Medicine,387,126,21,35,1,0,70
Acre,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,50,Instruction,388,273,66,23,3,0,184
Acre,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,51,Letters and arts and sciences,389,60,18,1,0,0,41
Acre,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,52,Other professional occupations,390,18,0,11,0,1,7
Acre,subdistrict,Northern,C,Public administration and liberal arts,IX,Persons living on their income,53,Persons living principally on their income,391,495,76,58,10,4,361
Acre,subdistrict,Northern,D,Miscellaneous,X,Domestic service,54,Domestic service,392,507,90,205,0,1,212
Acre,subdistrict,Northern,D,Miscellaneous,XI,Insufficiently described occupations,55,General terms not indicating the precise occupation,393,684,242,45,4,0,397
Acre,subdistrict,Northern,D,Miscellaneous,XII,Unproductive,56,"Inmates of jails, asylums and hospitals",395,481,478,0,0,0,3
Acre,subdistrict,Northern,D,Miscellaneous,XII,Unproductive,57,"Beggars, vagrants, prostitutes, persons supported by charity",395,289,11,9,0,0,269
Acre,subdistrict,Northern,D,Miscellaneous,XII,Unproductive,58,Persons without any occupation,396,1,0,0,0,0,1
Safad,subdistrict,Northern,,,,,0,TOTAL ALL CLASSES,315,39713,8784,1072,282,9,29857
Safad,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1,Pasture and agriculture,315,26726,5727,515,251,8,20484
Safad,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1a,Pasture and agriculture — (a) Ordinary cultivation,315,22268,4603,443,36,1,17222
Safad,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1b,Pasture and agriculture — (b) Growers of special products and market gardening,317,1645,305,21,200,6,1319
Safad,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1c,Pasture and agriculture — (c) Forestry,318,152,34,4,2,0,114
Safad,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1d,Pasture and agriculture — (d) Raising of farm stock and stud service,319,2649,783,38,13,1,1828
Safad,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1e,Pasture and agriculture — (e) Raising of small animals,321,12,2,9,0,0,1
Safad,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1f,Pasture and agriculture — (f) Agricultural machines service,322,0,0,0,0,0,0
Safad,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,2,Fishing and hunting,323,213,58,2,0,0,153
Safad,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,2a,Nomads,324,0,0,0,0,0,0
Safad,subdistrict,Northern,A,Production of raw materials,II,Extraction of minerals,3,Mines,324,0,0,0,0,0,0
Safad,subdistrict,Northern,A,Production of raw materials,II,Extraction of minerals,4,Quarries of hard rocks,325,330,68,0,0,0,262
Safad,subdistrict,Northern,A,Production of raw materials,II,Extraction of minerals,5,"Salt, etc.",326,5,4,0,0,0,1
Safad,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,6,Textiles,327,849,191,39,4,0,619
Safad,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,7,"Hides, skins and hard material from the animal kingdom",331,36,8,0,0,0,28
Safad,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,8,Wood,333,165,63,0,1,0,102
Safad,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,9,Metals,334,244,74,0,0,0,170
Safad,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,10,Ceramics,337,1,0,0,0,0,1
Safad,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,11,Chemical products properly so called and analogous,339,11,2,0,0,0,9
Safad,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,12,Food industries,341,572,126,7,2,0,439
Safad,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,13,Industries of dress and the toilet,345,823,201,50,1,0,572
Safad,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,14,Furniture industries,347,16,4,1,0,0,11
Safad,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,15,Building industries,348,1489,383,3,0,0,1103
Safad,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,16,Construction of means of transport,350,48,11,0,0,0,37
Safad,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,17,Production and transmission of physical forces,352,5,1,0,0,0,4
Safad,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,18,Industries of luxury and those pertaining to literature and the arts and sciences,352,93,24,0,0,0,69
Safad,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,19,Industries concerned with refuse matter,356,1,1,0,0,0,0
Safad,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,20,Other industries,356,2,1,0,0,0,1
Safad,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,21,Transport by water,357,2,2,0,0,0,0
Safad,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,22,Transport by road,359,1147,315,2,3,0,830
Safad,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,23,Transport by rail,360,2,1,0,0,0,1
Safad,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,24,"Post office, telegraph and telephone",361,25,12,0,0,0,13
Safad,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,25,"Banks, establishments of credit, exchange and insurance",362,28,11,0,0,0,17
Safad,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,26,"Brokerage, commission and export",363,53,13,1,0,0,39
Safad,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,27,Trade in textiles,363,287,58,2,3,0,227
Safad,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,28,"Trade in skins, leather and furs",364,15,4,0,0,0,11
Safad,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,29,Trade in wood,365,44,9,0,0,0,35
Safad,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,30,Trade in metals,365,0,0,0,0,0,0
Safad,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,31,Trade in pottery,366,9,3,0,0,0,6
Safad,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,32,Trade in chemical products,367,3,0,0,0,0,3
Safad,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,33,"Hotels, cafés, restaurants",367,181,31,13,0,0,137
Safad,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,34,Other trade in foodstuffs,368,1131,247,18,3,0,866
Safad,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,35,Trade in clothing and toilet articles,372,119,28,3,0,0,88
Safad,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,36,Trade in furniture,373,1,0,0,0,0,1
Safad,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,37,Trade in building materials,374,8,3,0,0,0,5
Safad,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,38,Trade in means of transport,375,27,5,0,0,0,22
Safad,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,39,Trade in fuel,375,32,7,1,0,0,24
Safad,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,40,Trade in articles of luxury and those pertaining to letters and arts and sciences,376,9,3,0,0,0,6
Safad,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,41,Trade in refuse matter,377,0,0,0,0,0,0
Safad,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,42,Trade in other sorts,378,267,51,8,1,0,208
Safad,subdistrict,Northern,C,Public administration and liberal arts,VI,Public force,43,Army and air force,380,114,74,0,0,0,40
Safad,subdistrict,Northern,C,Public administration and liberal arts,VI,Public force,44,Navy,381,1,0,0,0,0,1
Safad,subdistrict,Northern,C,Public administration and liberal arts,VI,Public force,45,Police,381,405,137,3,1,0,265
Safad,subdistrict,Northern,C,Public administration and liberal arts,VII,Public administration,46,Public administration,382,341,89,1,2,0,251
Safad,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,47,Religion,384,236,53,6,4,0,177
Safad,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,48,Law,386,38,5,0,1,0,33
Safad,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,49,Medicine,387,111,25,46,0,1,40
Safad,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,50,Instruction,388,314,77,24,1,0,213
Safad,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,51,Letters and arts and sciences,389,145,63,0,0,0,82
Safad,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,52,Other professional occupations,390,18,0,11,0,0,7
Safad,subdistrict,Northern,C,Public administration and liberal arts,IX,Persons living on their income,53,Persons living principally on their income,391,420,70,34,2,0,316
Safad,subdistrict,Northern,D,Miscellaneous,X,Domestic service,54,Domestic service,392,486,79,180,2,0,227
Safad,subdistrict,Northern,D,Miscellaneous,XI,Insufficiently described occupations,55,General terms not indicating the precise occupation,393,1117,300,40,0,0,777
Safad,subdistrict,Northern,D,Miscellaneous,XII,Unproductive,56,"Inmates of jails, asylums and hospitals",395,23,3,5,0,0,15
Safad,subdistrict,Northern,D,Miscellaneous,XII,Unproductive,57,"Beggars, vagrants, prostitutes, persons supported by charity",395,925,59,57,0,0,809
Safad,subdistrict,Northern,D,Miscellaneous,XII,Unproductive,58,Persons without any occupation,396,0,0,0,0,0,0
Four Main Towns,town group,,,,,,0,TOTAL ALL CLASSES,315,238873,70257,15311,349,37,153305
Four Main Towns,town group,,A,Production of raw materials,I,Exploitation of the surface of the earth,1,Pasture and agriculture,315,9282,3121,355,21,2,5806
Four Main Towns,town group,,A,Production of raw materials,I,Exploitation of the surface of the earth,1a,Pasture and agriculture — (a) Ordinary cultivation,315,4581,1563,209,11,1,2809
Four Main Towns,town group,,A,Production of raw materials,I,Exploitation of the surface of the earth,1b,Pasture and agriculture — (b) Growers of special products and market gardening,317,4119,1336,123,7,1,2660
Four Main Towns,town group,,A,Production of raw materials,I,Exploitation of the surface of the earth,1c,Pasture and agriculture — (c) Forestry,318,102,28,1,0,0,73
Four Main Towns,town group,,A,Production of raw materials,I,Exploitation of the surface of the earth,1d,Pasture and agriculture — (d) Raising of farm stock and stud service,319,371,152,4,3,0,215
Four Main Towns,town group,,A,Production of raw materials,I,Exploitation of the surface of the earth,1e,Pasture and agriculture — (e) Raising of small animals,321,82,25,18,0,0,39
Four Main Towns,town group,,A,Production of raw materials,I,Exploitation of the surface of the earth,1f,Pasture and agriculture — (f) Agricultural machines service,322,27,17,0,0,0,10
Four Main Towns,town group,,A,Production of raw materials,I,Exploitation of the surface of the earth,2,Fishing and hunting,323,1238,335,1,2,0,902
Four Main Towns,town group,,A,Production of raw materials,I,Exploitation of the surface of the earth,2a,Nomads,324,0,0,0,0,0,0
Four Main Towns,town group,,A,Production of raw materials,II,Extraction of minerals,3,Mines,324,4,0,0,0,0,4
Four Main Towns,town group,,A,Production of raw materials,II,Extraction of minerals,4,Quarries of hard rocks,325,1589,480,4,1,0,1105
Four Main Towns,town group,,A,Production of raw materials,II,Extraction of minerals,5,"Salt, etc.",326,57,17,1,0,0,39
Four Main Towns,town group,,B,Preparation and supply of material substances,III,Industry,6,Textiles,327,1170,301,307,0,1,562
Four Main Towns,town group,,B,Preparation and supply of material substances,III,Industry,7,"Hides, skins and hard material from the animal kingdom",331,426,135,16,0,0,275
Four Main Towns,town group,,B,Preparation and supply of material substances,III,Industry,8,Wood,333,8115,2603,29,8,0,5483
Four Main Towns,town group,,B,Preparation and supply of material substances,III,Industry,9,Metals,334,4941,1620,51,4,0,3270
Four Main Towns,town group,,B,Preparation and supply of material substances,III,Industry,10,Ceramics,337,1242,436,54,4,0,752
Four Main Towns,town group,,B,Preparation and supply of material substances,III,Industry,11,Chemical products properly so called and analogous,339,906,251,30,0,0,625
Four Main Towns,town group,,B,Preparation and supply of material substances,III,Industry,12,Food industries,341,10099,2956,291,14,0,6852
Four Main Towns,town group,,B,Preparation and supply of material substances,III,Industry,13,Industries of dress and the toilet,345,16819,3891,3226,4,0,9702
Four Main Towns,town group,,B,Preparation and supply of material substances,III,Industry,14,Furniture industries,347,1086,329,13,0,0,744
Four Main Towns,town group,,B,Preparation and supply of material substances,III,Industry,15,Building industries,348,16118,5544,55,9,0,10519
Four Main Towns,town group,,B,Preparation and supply of material substances,III,Industry,16,Construction of means of transport,350,617,213,2,0,0,402
Four Main Towns,town group,,B,Preparation and supply of material substances,III,Industry,17,Production and transmission of physical forces,352,1251,542,11,1,0,698
Four Main Towns,town group,,B,Preparation and supply of material substances,III,Industry,18,Industries of luxury and those pertaining to literature and the arts and sciences,352,4941,1658,221,1,0,3062
Four Main Towns,town group,,B,Preparation and supply of material substances,III,Industry,19,Industries concerned with refuse matter,356,674,214,1,0,0,459
Four Main Towns,town group,,B,Preparation and supply of material substances,III,Industry,20,Other industries,356,159,57,0,0,0,102
Four Main Towns,town group,,B,Preparation and supply of material substances,IV,Transport,21,Transport by water,357,4592,1565,15,2,0,3012
Four Main Towns,town group,,B,Preparation and supply of material substances,IV,Transport,22,Transport by road,359,16293,5439,56,83,0,10798
Four Main Towns,town group,,B,Preparation and supply of material substances,IV,Transport,23,Transport by rail,360,3400,1066,21,5,0,2313
Four Main Towns,town group,,B,Preparation and supply of material substances,IV,Transport,24,"Post office, telegraph and telephone",361,1637,563,90,0,0,984
Four Main Towns,town group,,B,Preparation and supply of material substances,V,Trade,25,"Banks, establishments of credit, exchange and insurance",362,2366,814,120,1,0,1432
Four Main Towns,town group,,B,Preparation and supply of material substances,V,Trade,26,"Brokerage, commission and export",363,3298,976,28,4,0,2294
Four Main Towns,town group,,B,Preparation and supply of material substances,V,Trade,27,Trade in textiles,363,3157,773,39,3,0,2345
Four Main Towns,town group,,B,Preparation and supply of material substances,V,Trade,28,"Trade in skins, leather and furs",364,322,77,5,0,0,240
Four Main Towns,town group,,B,Preparation and supply of material substances,V,Trade,29,Trade in wood,365,204,66,0,0,0,138
Four Main Towns,town group,,B,Preparation and supply of material substances,V,Trade,30,Trade in metals,365,341,105,2,0,0,234
Four Main Towns,town group,,B,Preparation and supply of material substances,V,Trade,31,Trade in pottery,366,133,18,3,0,0,112
Four Main Towns,town group,,B,Preparation and supply of material substances,V,Trade,32,Trade in chemical products,367,1044,186,14,0,0,844
Four Main Towns,town group,,B,Preparation and supply of material substances,V,Trade,33,"Hotels, cafés, restaurants",367,7007,2366,390,6,0,4251
Four Main Towns,town group,,B,Preparation and supply of material substances,V,Trade,34,Other trade in foodstuffs,368,20249,4950,450,79,25,14849
Four Main Towns,town group,,B,Preparation and supply of material substances,V,Trade,35,Trade in clothing and toilet articles,372,2144,615,44,2,0,1485
Four Main Towns,town group,,B,Preparation and supply of material substances,V,Trade,36,Trade in furniture,373,749,200,9,0,0,540
Four Main Towns,town group,,B,Preparation and supply of material substances,V,Trade,37,Trade in building materials,374,440,114,3,2,0,323
Four Main Towns,town group,,B,Preparation and supply of material substances,V,Trade,38,Trade in means of transport,375,316,86,2,0,0,228
Four Main Towns,town group,,B,Preparation and supply of material substances,V,Trade,39,Trade in fuel,375,320,88,4,1,0,228
Four Main Towns,town group,,B,Preparation and supply of material substances,V,Trade,40,Trade in articles of luxury and those pertaining to letters and arts and sciences,376,1334,387,47,1,0,900
Four Main Towns,town group,,B,Preparation and supply of material substances,V,Trade,41,Trade in refuse matter,377,229,59,4,0,0,166
Four Main Towns,town group,,B,Preparation and supply of material substances,V,Trade,42,Trade in other sorts,378,3178,985,76,0,0,2117
Four Main Towns,town group,,C,Public administration and liberal arts,VI,Public force,43,Army and air force,380,1652,1580,1,0,0,71
Four Main Towns,town group,,C,Public administration and liberal arts,VI,Public force,44,Navy,381,10,3,0,0,0,7
Four Main Towns,town group,,C,Public administration and liberal arts,VI,Public force,45,Police,381,3802,1544,13,4,0,2245
Four Main Towns,town group,,C,Public administration and liberal arts,VII,Public administration,46,Public administration,382,6364,1997,123,10,1,4244
Four Main Towns,town group,,C,Public administration and liberal arts,VIII,Professions and liberal arts,47,Religion,384,7569,2084,112,0,0,5373
Four Main Towns,town group,,C,Public administration and liberal arts,VIII,Professions and liberal arts,48,Law,386,1524,462,29,5,0,1033
Four Main Towns,town group,,C,Public administration and liberal arts,VIII,Professions and liberal arts,49,Medicine,387,3441,680,1114,2,0,1647
Four Main Towns,town group,,C,Public administration and liberal arts,VIII,Professions and liberal arts,50,Instruction,388,5370,1332,1080,3,0,2958
Four Main Towns,town group,,C,Public administration and liberal arts,VIII,Professions and liberal arts,51,Letters and arts and sciences,389,3504,1308,307,5,0,1889
Four Main Towns,town group,,C,Public administration and liberal arts,VIII,Professions and liberal arts,52,Other professional occupations,390,71,6,13,0,0,52
Four Main Towns,town group,,C,Public administration and liberal arts,IX,Persons living on their income,53,Persons living principally on their income,391,12665,1941,1183,27,5,9541
Four Main Towns,town group,,D,Miscellaneous,X,Domestic service,54,Domestic service,392,9701,2148,4009,12,3,3544
Four Main Towns,town group,,D,Miscellaneous,XI,Insufficiently described occupations,55,General terms not indicating the precise occupation,393,24893,8819,1126,22,0,14948
Four Main Towns,town group,,D,Miscellaneous,XII,Unproductive,56,"Inmates of jails, asylums and hospitals",395,1197,5,1,0,0,1191
Four Main Towns,town group,,D,Miscellaneous,XII,Unproductive,57,"Beggars, vagrants, prostitutes, persons supported by charity",395,3595,143,110,1,0,3342
Four Main Towns,town group,,D,Miscellaneous,XII,Unproductive,58,Persons without any occupation,396,28,4,0,0,0,24
Jaffa town,town,Southern,,,,,0,TOTAL ALL CLASSES,315,51866,15612,1681,185,31,34573
Jaffa town,town,Southern,A,Production of raw materials,I,Exploitation of the surface of the earth,1,Pasture and agriculture,315,4980,1663,71,10,1,3246
Jaffa town,town,Southern,A,Production of raw materials,I,Exploitation of the surface of the earth,1a,Pasture and agriculture — (a) Ordinary cultivation,315,2143,730,27,3,0,1386
Jaffa town,town,Southern,A,Production of raw materials,I,Exploitation of the surface of the earth,1b,Pasture and agriculture — (b) Growers of special products and market gardening,317,2762,892,43,7,1,1827
Jaffa town,town,Southern,A,Production of raw materials,I,Exploitation of the surface of the earth,1c,Pasture and agriculture — (c) Forestry,318,4,3,0,0,0,1
Jaffa town,town,Southern,A,Production of raw materials,I,Exploitation of the surface of the earth,1d,Pasture and agriculture — (d) Raising of farm stock and stud service,319,60,35,0,0,0,25
Jaffa town,town,Southern,A,Production of raw materials,I,Exploitation of the surface of the earth,1e,Pasture and agriculture — (e) Raising of small animals,321,11,3,1,0,0,7
Jaffa town,town,Southern,A,Production of raw materials,I,Exploitation of the surface of the earth,1f,Pasture and agriculture — (f) Agricultural machines service,322,0,0,0,0,0,0
Jaffa town,town,Southern,A,Production of raw materials,I,Exploitation of the surface of the earth,2,Fishing and hunting,323,803,219,0,1,0,584
Jaffa town,town,Southern,A,Production of raw materials,I,Exploitation of the surface of the earth,2a,Nomads,324,0,0,0,0,0,0
Jaffa town,town,Southern,A,Production of raw materials,II,Extraction of minerals,3,Mines,324,0,0,0,0,0,0
Jaffa town,town,Southern,A,Production of raw materials,II,Extraction of minerals,4,Quarries of hard rocks,325,312,90,0,0,0,222
Jaffa town,town,Southern,A,Production of raw materials,II,Extraction of minerals,5,"Salt, etc.",326,4,2,0,0,0,2
Jaffa town,town,Southern,B,Preparation and supply of material substances,III,Industry,6,Textiles,327,89,27,11,0,0,51
Jaffa town,town,Southern,B,Preparation and supply of material substances,III,Industry,7,"Hides, skins and hard material from the animal kingdom",331,160,45,3,0,0,112
Jaffa town,town,Southern,B,Preparation and supply of material substances,III,Industry,8,Wood,333,2115,638,2,2,0,1475
Jaffa town,town,Southern,B,Preparation and supply of material substances,III,Industry,9,Metals,334,1334,409,28,1,0,897
Jaffa town,town,Southern,B,Preparation and supply of material substances,III,Industry,10,Ceramics,337,241,74,0,2,0,167
Jaffa town,town,Southern,B,Preparation and supply of material substances,III,Industry,11,Chemical products properly so called and analogous,339,325,72,2,0,0,251
Jaffa town,town,Southern,B,Preparation and supply of material substances,III,Industry,12,Food industries,341,2224,643,29,8,0,1552
Jaffa town,town,Southern,B,Preparation and supply of material substances,III,Industry,13,Industries of dress and the toilet,345,3093,814,381,3,0,1898
Jaffa town,town,Southern,B,Preparation and supply of material substances,III,Industry,14,Furniture industries,347,210,65,0,0,0,145
Jaffa town,town,Southern,B,Preparation and supply of material substances,III,Industry,15,Building industries,348,2423,679,6,2,0,1738
Jaffa town,town,Southern,B,Preparation and supply of material substances,III,Industry,16,Construction of means of transport,350,226,67,0,0,0,159
Jaffa town,town,Southern,B,Preparation and supply of material substances,III,Industry,17,Production and transmission of physical forces,352,71,23,0,0,0,48
Jaffa town,town,Southern,B,Preparation and supply of material substances,III,Industry,18,Industries of luxury and those pertaining to literature and the arts and sciences,352,433,155,23,0,0,255
Jaffa town,town,Southern,B,Preparation and supply of material substances,III,Industry,19,Industries concerned with refuse matter,356,147,61,0,0,0,86
Jaffa town,town,Southern,B,Preparation and supply of material substances,III,Industry,20,Other industries,356,47,17,0,0,0,30
Jaffa town,town,Southern,B,Preparation and supply of material substances,IV,Transport,21,Transport by water,357,2872,898,2,1,0,1972
Jaffa town,town,Southern,B,Preparation and supply of material substances,IV,Transport,22,Transport by road,359,5634,1924,12,57,0,3698
Jaffa town,town,Southern,B,Preparation and supply of material substances,IV,Transport,23,Transport by rail,360,370,100,0,0,0,270
Jaffa town,town,Southern,B,Preparation and supply of material substances,IV,Transport,24,"Post office, telegraph and telephone",361,181,62,8,0,0,111
Jaffa town,town,Southern,B,Preparation and supply of material substances,V,Trade,25,"Banks, establishments of credit, exchange and insurance",362,272,85,9,1,0,178
Jaffa town,town,Southern,B,Preparation and supply of material substances,V,Trade,26,"Brokerage, commission and export",363,832,207,2,2,0,623
Jaffa town,town,Southern,B,Preparation and supply of material substances,V,Trade,27,Trade in textiles,363,634,146,1,0,0,487
