unit,unit_type,religion,age_group,persons,males,females
Nablus,subdistrict,others,0-5,24,8,16
Nablus,subdistrict,others,5-10,23,10,13
Nablus,subdistrict,others,10-15,15,11,4
Nablus,subdistrict,others,15-20,8,3,5
Nablus,subdistrict,others,20-25,11,5,6
Nablus,subdistrict,others,25-30,10,5,5
Nablus,subdistrict,others,30-35,16,8,8
Nablus,subdistrict,others,35-40,8,7,1
Nablus,subdistrict,others,40-45,10,5,5
Nablus,subdistrict,others,45-50,9,4,5
Nablus,subdistrict,others,50-55,6,4,2
Nablus,subdistrict,others,55-60,5,5,0
Nablus,subdistrict,others,60-65,9,4,5
Nablus,subdistrict,others,65-70,4,2,2
Nablus,subdistrict,others,70-75,5,0,5
Nablus,subdistrict,others,75+,5,1,4
Nablus,subdistrict,others,not_recorded,0,0,0
Jenin,subdistrict,all,total,41411,20268,21143
Jenin,subdistrict,all,0-1,1568,823,745
Jenin,subdistrict,all,1-2,1357,667,690
Jenin,subdistrict,all,2-3,1454,733,721
Jenin,subdistrict,all,3-4,1408,688,720
Jenin,subdistrict,all,4-5,1408,699,709
Jenin,subdistrict,all,0-5,7195,3610,3585
Jenin,subdistrict,all,5-10,5926,3099,2827
Jenin,subdistrict,all,10-15,3679,1989,1690
Jenin,subdistrict,all,15-20,2342,1211,1131
Jenin,subdistrict,all,20-25,3626,1709,1917
Jenin,subdistrict,all,25-30,3895,1871,2024
Jenin,subdistrict,all,30-35,2996,1356,1640
Jenin,subdistrict,all,35-40,2692,1291,1401
Jenin,subdistrict,all,40-45,2150,919,1231
Jenin,subdistrict,all,45-50,1823,921,902
Jenin,subdistrict,all,50-55,1642,722,920
Jenin,subdistrict,all,55-60,881,436,445
Jenin,subdistrict,all,60-65,996,396,600
Jenin,subdistrict,all,65-70,590,248,342
Jenin,subdistrict,all,70-75,526,220,306
Jenin,subdistrict,all,75+,449,269,180
Jenin,subdistrict,all,not_recorded,3,1,2
Jenin,subdistrict,moslems,total,40555,19853,20702
Jenin,subdistrict,moslems,0-1,1529,805,724
Jenin,subdistrict,moslems,1-2,1341,659,682
Jenin,subdistrict,moslems,2-3,1416,711,705
Jenin,subdistrict,moslems,3-4,1388,681,707
Jenin,subdistrict,moslems,4-5,1385,687,698
Jenin,subdistrict,moslems,0-5,7059,3543,3516
Jenin,subdistrict,moslems,5-10,5805,3044,2761
Jenin,subdistrict,moslems,10-15,3623,1954,1669
Jenin,subdistrict,moslems,15-20,2298,1194,1104
Jenin,subdistrict,moslems,20-25,3538,1670,1868
Jenin,subdistrict,moslems,25-30,3801,1827,1974
Jenin,subdistrict,moslems,30-35,2922,1319,1603
Jenin,subdistrict,moslems,35-40,2642,1260,1382
Jenin,subdistrict,moslems,40-45,2109,904,1205
Jenin,subdistrict,moslems,45-50,1787,903,884
Jenin,subdistrict,moslems,50-55,1609,706,903
Jenin,subdistrict,moslems,55-60,855,424,431
Jenin,subdistrict,moslems,60-65,975,387,588
Jenin,subdistrict,moslems,65-70,583,245,338
Jenin,subdistrict,moslems,70-75,511,209,302
Jenin,subdistrict,moslems,75+,435,263,172
Jenin,subdistrict,moslems,not_recorded,3,1,2
Jenin,subdistrict,jews,total,4,2,2
Jenin,subdistrict,jews,0-1,0,0,0
Jenin,subdistrict,jews,1-2,0,0,0
Jenin,subdistrict,jews,2-3,0,0,0
Jenin,subdistrict,jews,3-4,0,0,0
Jenin,subdistrict,jews,4-5,0,0,0
Jenin,subdistrict,jews,0-5,0,0,0
Jenin,subdistrict,jews,5-10,0,0,0
Jenin,subdistrict,jews,10-15,0,0,0
Jenin,subdistrict,jews,15-20,1,1,0
Jenin,subdistrict,jews,20-25,0,0,0
Jenin,subdistrict,jews,25-30,0,0,0
Jenin,subdistrict,jews,30-35,1,1,0
Jenin,subdistrict,jews,35-40,0,0,0
Jenin,subdistrict,jews,40-45,1,0,1
Jenin,subdistrict,jews,45-50,1,0,1
Jenin,subdistrict,jews,50-55,0,0,0
Jenin,subdistrict,jews,55-60,0,0,0
Jenin,subdistrict,jews,60-65,0,0,0
Jenin,subdistrict,jews,65-70,0,0,0
Jenin,subdistrict,jews,70-75,0,0,0
Jenin,subdistrict,jews,75+,0,0,0
Jenin,subdistrict,jews,not_recorded,0,0,0
Jenin,subdistrict,christians,total,851,412,439
Jenin,subdistrict,christians,0-1,39,18,21
Jenin,subdistrict,christians,1-2,16,8,8
Jenin,subdistrict,christians,2-3,38,22,16
Jenin,subdistrict,christians,3-4,20,7,13
Jenin,subdistrict,christians,4-5,23,12,11
Jenin,subdistrict,christians,0-5,136,67,69
Jenin,subdistrict,christians,5-10,121,55,66
Jenin,subdistrict,christians,10-15,56,35,21
Jenin,subdistrict,christians,15-20,43,16,27
Jenin,subdistrict,christians,20-25,88,39,49
Jenin,subdistrict,christians,25-30,94,44,50
Jenin,subdistrict,christians,30-35,73,36,37
Jenin,subdistrict,christians,35-40,50,31,19
Jenin,subdistrict,christians,40-45,40,15,25
Jenin,subdistrict,christians,45-50,35,18,17
Jenin,subdistrict,christians,50-55,33,16,17
Jenin,subdistrict,christians,55-60,26,12,14
Jenin,subdistrict,christians,60-65,21,9,12
Jenin,subdistrict,christians,65-70,7,3,4
Jenin,subdistrict,christians,70-75,14,10,4
Jenin,subdistrict,christians,75+,14,6,8
Jenin,subdistrict,christians,not_recorded,0,0,0
Jenin,subdistrict,others,total,1,1,0
Jenin,subdistrict,others,0-1,0,0,0
Jenin,subdistrict,others,1-2,0,0,0
Jenin,subdistrict,others,2-3,0,0,0
Jenin,subdistrict,others,3-4,0,0,0
Jenin,subdistrict,others,4-5,0,0,0
Jenin,subdistrict,others,0-5,0,0,0
Jenin,subdistrict,others,5-10,0,0,0
Jenin,subdistrict,others,10-15,0,0,0
Jenin,subdistrict,others,15-20,0,0,0
Jenin,subdistrict,others,20-25,0,0,0
Jenin,subdistrict,others,25-30,0,0,0
Jenin,subdistrict,others,30-35,0,0,0
Jenin,subdistrict,others,35-40,0,0,0
Jenin,subdistrict,others,40-45,0,0,0
Jenin,subdistrict,others,45-50,0,0,0
Jenin,subdistrict,others,50-55,0,0,0
Jenin,subdistrict,others,55-60,0,0,0
Jenin,subdistrict,others,60-65,0,0,0
Jenin,subdistrict,others,65-70,0,0,0
Jenin,subdistrict,others,70-75,1,1,0
Jenin,subdistrict,others,75+,0,0,0
Jenin,subdistrict,others,not_recorded,0,0,0
Nazareth,subdistrict,all,total,28592,14077,14515
Nazareth,subdistrict,all,0-1,1174,604,570
Nazareth,subdistrict,all,1-2,868,453,415
Nazareth,subdistrict,all,2-3,1008,529,479
Nazareth,subdistrict,all,3-4,1012,502,510
Nazareth,subdistrict,all,4-5,944,436,508
Nazareth,subdistrict,all,0-5,5006,2524,2482
Nazareth,subdistrict,all,5-10,4056,2071,1985
Nazareth,subdistrict,all,10-15,2527,1385,1142
Nazareth,subdistrict,all,15-20,2036,1070,966
Nazareth,subdistrict,all,20-25,2621,1300,1321
Nazareth,subdistrict,all,25-30,2598,1294,1304
Nazareth,subdistrict,all,30-35,1989,903,1086
Nazareth,subdistrict,all,35-40,1647,835,812
Nazareth,subdistrict,all,40-45,1376,585,791
Nazareth,subdistrict,all,45-50,1086,526,560
Nazareth,subdistrict,all,50-55,1051,465,586
Nazareth,subdistrict,all,55-60,637,298,339
Nazareth,subdistrict,all,60-65,720,302,418
Nazareth,subdistrict,all,65-70,401,170,231
Nazareth,subdistrict,all,70-75,391,167,224
Nazareth,subdistrict,all,75+,450,182,268
Nazareth,subdistrict,all,not_recorded,0,0,0
Nazareth,subdistrict,moslems,total,18019,8806,9213
Nazareth,subdistrict,moslems,0-1,821,421,400
Nazareth,subdistrict,moslems,1-2,574,304,270
Nazareth,subdistrict,moslems,2-3,676,353,323
Nazareth,subdistrict,moslems,3-4,698,343,355
Nazareth,subdistrict,moslems,4-5,650,286,364
Nazareth,subdistrict,moslems,0-5,3419,1707,1712
Nazareth,subdistrict,moslems,5-10,2693,1378,1315
Nazareth,subdistrict,moslems,10-15,1672,925,747
Nazareth,subdistrict,moslems,15-20,1241,651,590
Nazareth,subdistrict,moslems,20-25,1491,706,785
Nazareth,subdistrict,moslems,25-30,1512,731,781
Nazareth,subdistrict,moslems,30-35,1203,504,699
Nazareth,subdistrict,moslems,35-40,1056,545,511
Nazareth,subdistrict,moslems,40-45,895,382,513
Nazareth,subdistrict,moslems,45-50,694,352,342
Nazareth,subdistrict,moslems,50-55,629,275,354
Nazareth,subdistrict,moslems,55-60,341,158,183
Nazareth,subdistrict,moslems,60-65,424,180,244
Nazareth,subdistrict,moslems,65-70,231,97,134
Nazareth,subdistrict,moslems,70-75,247,106,141
Nazareth,subdistrict,moslems,75+,271,109,162
Nazareth,subdistrict,moslems,not_recorded,0,0,0
Nazareth,subdistrict,jews,total,3172,1629,1543
Nazareth,subdistrict,jews,0-1,92,42,50
Nazareth,subdistrict,jews,1-2,84,40,44
Nazareth,subdistrict,jews,2-3,98,51,47
Nazareth,subdistrict,jews,3-4,92,48,44
Nazareth,subdistrict,jews,4-5,89,40,49
Nazareth,subdistrict,jews,0-5,455,221,234
Nazareth,subdistrict,jews,5-10,363,186,177
Nazareth,subdistrict,jews,10-15,201,96,105
Nazareth,subdistrict,jews,15-20,210,98,112
Nazareth,subdistrict,jews,20-25,384,200,184
Nazareth,subdistrict,jews,25-30,504,267,237
Nazareth,subdistrict,jews,30-35,350,188,162
Nazareth,subdistrict,jews,35-40,210,121,89
Nazareth,subdistrict,jews,40-45,151,78,73
Nazareth,subdistrict,jews,45-50,78,46,32
Nazareth,subdistrict,jews,50-55,78,38,40
Nazareth,subdistrict,jews,55-60,63,31,32
Nazareth,subdistrict,jews,60-65,55,28,27
Nazareth,subdistrict,jews,65-70,37,13,24
Nazareth,subdistrict,jews,70-75,19,12,7
Nazareth,subdistrict,jews,75+,14,6,8
Nazareth,subdistrict,jews,not_recorded,0,0,0
Nazareth,subdistrict,christians,total,7384,3629,3755
Nazareth,subdistrict,christians,0-1,261,141,120
Nazareth,subdistrict,christians,1-2,210,109,101
Nazareth,subdistrict,christians,2-3,233,124,109
Nazareth,subdistrict,christians,3-4,222,111,111
Nazareth,subdistrict,christians,4-5,203,109,94
Nazareth,subdistrict,christians,0-5,1129,594,535
Nazareth,subdistrict,christians,5-10,1000,507,493
Nazareth,subdistrict,christians,10-15,653,364,289
Nazareth,subdistrict,christians,15-20,585,321,264
Nazareth,subdistrict,christians,20-25,742,391,351
Nazareth,subdistrict,christians,25-30,578,293,285
Nazareth,subdistrict,christians,30-35,433,208,225
Nazareth,subdistrict,christians,35-40,379,167,212
Nazareth,subdistrict,christians,40-45,330,125,205
Nazareth,subdistrict,christians,45-50,314,128,186
Nazareth,subdistrict,christians,50-55,344,152,192
Nazareth,subdistrict,christians,55-60,233,109,124
Nazareth,subdistrict,christians,60-65,241,94,147
Nazareth,subdistrict,christians,65-70,133,60,73
Nazareth,subdistrict,christians,70-75,125,49,76
Nazareth,subdistrict,christians,75+,165,67,98
Nazareth,subdistrict,christians,not_recorded,0,0,0
Nazareth,subdistrict,others,total,17,13,4
Nazareth,subdistrict,others,0-1,0,0,0
Nazareth,subdistrict,others,1-2,0,0,0
Nazareth,subdistrict,others,2-3,1,1,0
Nazareth,subdistrict,others,3-4,0,0,0
Nazareth,subdistrict,others,4-5,2,1,1
Nazareth,subdistrict,others,0-5,3,2,1
Nazareth,subdistrict,others,5-10,0,0,0
Nazareth,subdistrict,others,10-15,1,0,1
Nazareth,subdistrict,others,15-20,0,0,0
Nazareth,subdistrict,others,20-25,4,3,1
Nazareth,subdistrict,others,25-30,4,3,1
Nazareth,subdistrict,others,30-35,3,3,0
Nazareth,subdistrict,others,35-40,2,2,0
Nazareth,subdistrict,others,40-45,0,0,0
Nazareth,subdistrict,others,45-50,0,0,0
Nazareth,subdistrict,others,50-55,0,0,0
Nazareth,subdistrict,others,55-60,0,0,0
Nazareth,subdistrict,others,60-65,0,0,0
Nazareth,subdistrict,others,65-70,0,0,0
Nazareth,subdistrict,others,70-75,0,0,0
Nazareth,subdistrict,others,75+,0,0,0
Nazareth,subdistrict,others,not_recorded,0,0,0
Beisan,subdistrict,all,total,15123,8045,7078
Beisan,subdistrict,all,0-1,522,272,250
Beisan,subdistrict,all,1-2,417,210,207
Beisan,subdistrict,all,2-3,493,241,252
Beisan,subdistrict,all,3-4,494,244,250
Beisan,subdistrict,all,4-5,450,238,212
Beisan,subdistrict,all,0-5,2376,1205,1171
Beisan,subdistrict,all,5-10,2013,1065,948
Beisan,subdistrict,all,10-15,1219,692,527
Beisan,subdistrict,all,15-20,1019,579,440
Beisan,subdistrict,all,20-25,1620,885,735
Beisan,subdistrict,all,25-30,1779,967,812
Beisan,subdistrict,all,30-35,1389,727,662
Beisan,subdistrict,all,35-40,1065,586,479
Beisan,subdistrict,all,40-45,775,411,364
Beisan,subdistrict,all,45-50,461,257,204
Beisan,subdistrict,all,50-55,485,233,252
Beisan,subdistrict,all,55-60,154,81,73
Beisan,subdistrict,all,60-65,295,144,151
Beisan,subdistrict,all,65-70,151,80,71
Beisan,subdistrict,all,70-75,151,70,81
Beisan,subdistrict,all,75+,171,63,108
Beisan,subdistrict,all,not_recorded,0,0,0
Beisan,subdistrict,moslems,total,12672,6656,6016
Beisan,subdistrict,moslems,0-1,430,226,204
Beisan,subdistrict,moslems,1-2,334,167,167
Beisan,subdistrict,moslems,2-3,420,198,222
Beisan,subdistrict,moslems,3-4,428,210,218
Beisan,subdistrict,moslems,4-5,370,196,174
Beisan,subdistrict,moslems,0-5,1982,997,985
Beisan,subdistrict,moslems,5-10,1758,939,819
Beisan,subdistrict,moslems,10-15,1146,655,491
Beisan,subdistrict,moslems,15-20,911,523,388
Beisan,subdistrict,moslems,20-25,1296,688,608
Beisan,subdistrict,moslems,25-30,1329,711,618
Beisan,subdistrict,moslems,30-35,1005,505,500
Beisan,subdistrict,moslems,35-40,873,458,415
Beisan,subdistrict,moslems,40-45,691,354,337
Beisan,subdistrict,moslems,45-50,420,230,190
Beisan,subdistrict,moslems,50-55,440,212,228
Beisan,subdistrict,moslems,55-60,137,74,63
Beisan,subdistrict,moslems,60-65,268,130,138
Beisan,subdistrict,moslems,65-70,119,61,58
Beisan,subdistrict,moslems,70-75,136,62,74
Beisan,subdistrict,moslems,75+,161,57,104
Beisan,subdistrict,moslems,not_recorded,0,0,0
Beisan,subdistrict,jews,total,1950,1102,848
Beisan,subdistrict,jews,0-1,71,37,34
Beisan,subdistrict,jews,1-2,69,36,33
Beisan,subdistrict,jews,2-3,60,36,24
Beisan,subdistrict,jews,3-4,53,26,27
Beisan,subdistrict,jews,4-5,66,34,32
Beisan,subdistrict,jews,0-5,319,169,150
Beisan,subdistrict,jews,5-10,210,106,104
Beisan,subdistrict,jews,10-15,54,28,26
Beisan,subdistrict,jews,15-20,72,37,35
Beisan,subdistrict,jews,20-25,257,153,104
Beisan,subdistrict,jews,25-30,379,211,168
Beisan,subdistrict,jews,30-35,343,195,148
Beisan,subdistrict,jews,35-40,158,108,50
Beisan,subdistrict,jews,40-45,52,37,15
Beisan,subdistrict,jews,45-50,18,12,6
Beisan,subdistrict,jews,50-55,18,9,9
Beisan,subdistrict,jews,55-60,14,5,9
Beisan,subdistrict,jews,60-65,16,7,9
Beisan,subdistrict,jews,65-70,24,14,10
Beisan,subdistrict,jews,70-75,10,6,4
Beisan,subdistrict,jews,75+,6,5,1
Beisan,subdistrict,jews,not_recorded,0,0,0
Beisan,subdistrict,christians,total,477,271,206
Beisan,subdistrict,christians,0-1,20,8,12
Beisan,subdistrict,christians,1-2,14,7,7
Beisan,subdistrict,christians,2-3,11,6,5
Beisan,subdistrict,christians,3-4,13,8,5
Beisan,subdistrict,christians,4-5,14,8,6
Beisan,subdistrict,christians,0-5,72,37,35
Beisan,subdistrict,christians,5-10,43,18,25
Beisan,subdistrict,christians,10-15,19,9,10
Beisan,subdistrict,christians,15-20,35,19,16
Beisan,subdistrict,christians,20-25,62,39,23
Beisan,subdistrict,christians,25-30,66,42,24
Beisan,subdistrict,christians,30-35,39,26,13
Beisan,subdistrict,christians,35-40,32,19,13
Beisan,subdistrict,christians,40-45,32,20,12
Beisan,subdistrict,christians,45-50,23,15,8
Beisan,subdistrict,christians,50-55,26,12,14
Beisan,subdistrict,christians,55-60,2,1,1
Beisan,subdistrict,christians,60-65,10,7,3
Beisan,subdistrict,christians,65-70,7,4,3
Beisan,subdistrict,christians,70-75,5,2,3
Beisan,subdistrict,christians,75+,4,1,3
Beisan,subdistrict,christians,not_recorded,0,0,0
Beisan,subdistrict,others,total,24,16,8
Beisan,subdistrict,others,0-1,1,1,0
Beisan,subdistrict,others,1-2,0,0,0
Beisan,subdistrict,others,2-3,2,1,1
Beisan,subdistrict,others,3-4,0,0,0
Beisan,subdistrict,others,4-5,0,0,0
Beisan,subdistrict,others,0-5,3,2,1
Beisan,subdistrict,others,5-10,2,2,0
Beisan,subdistrict,others,10-15,0,0,0
Beisan,subdistrict,others,15-20,1,0,1
Beisan,subdistrict,others,20-25,5,5,0
Beisan,subdistrict,others,25-30,5,3,2
Beisan,subdistrict,others,30-35,2,1,1
Beisan,subdistrict,others,35-40,2,1,1
Beisan,subdistrict,others,40-45,0,0,0
Beisan,subdistrict,others,45-50,0,0,0
Beisan,subdistrict,others,50-55,1,0,1
Beisan,subdistrict,others,55-60,1,1,0
Beisan,subdistrict,others,60-65,1,0,1
Beisan,subdistrict,others,65-70,1,1,0
Beisan,subdistrict,others,70-75,0,0,0
Beisan,subdistrict,others,75+,0,0,0
Beisan,subdistrict,others,not_recorded,0,0,0
Tiberias,subdistrict,all,total,26975,13736,13239
Tiberias,subdistrict,all,0-1,976,519,457
Tiberias,subdistrict,all,1-2,895,477,418
Tiberias,subdistrict,all,2-3,933,472,461
Tiberias,subdistrict,all,3-4,972,471,501
Tiberias,subdistrict,all,4-5,911,489,422
Tiberias,subdistrict,all,0-5,4687,2428,2259
Tiberias,subdistrict,all,5-10,3814,2007,1807
Tiberias,subdistrict,all,10-15,2345,1270,1075
Tiberias,subdistrict,all,15-20,1833,994,839
Tiberias,subdistrict,all,20-25,2472,1238,1234
Tiberias,subdistrict,all,25-30,2491,1250,1241
Tiberias,subdistrict,all,30-35,2097,1059,1038
Tiberias,subdistrict,all,35-40,1734,864,870
Tiberias,subdistrict,all,40-45,1386,643,743
Tiberias,subdistrict,all,45-50,964,546,418
Tiberias,subdistrict,all,50-55,941,455,486
Tiberias,subdistrict,all,55-60,419,228,191
Tiberias,subdistrict,all,60-65,761,310,451
Tiberias,subdistrict,all,65-70,341,163,178
Tiberias,subdistrict,all,70-75,356,140,216
Tiberias,subdistrict,all,75+,334,141,193
Tiberias,subdistrict,all,not_recorded,0,0,0
Tiberias,subdistrict,moslems,total,16546,8460,8086
Tiberias,subdistrict,moslems,0-1,601,318,283
Tiberias,subdistrict,moslems,1-2,577,297,280
Tiberias,subdistrict,moslems,2-3,595,312,283
Tiberias,subdistrict,moslems,3-4,635,298,337
Tiberias,subdistrict,moslems,4-5,578,306,272
Tiberias,subdistrict,moslems,0-5,2986,1531,1455
Tiberias,subdistrict,moslems,5-10,2422,1277,1145
Tiberias,subdistrict,moslems,10-15,1480,816,664
Tiberias,subdistrict,moslems,15-20,1111,623,488
Tiberias,subdistrict,moslems,20-25,1415,706,709
Tiberias,subdistrict,moslems,25-30,1474,726,748
Tiberias,subdistrict,moslems,30-35,1272,623,649
Tiberias,subdistrict,moslems,35-40,1134,582,552
Tiberias,subdistrict,moslems,40-45,847,406,441
Tiberias,subdistrict,moslems,45-50,657,374,283
Tiberias,subdistrict,moslems,50-55,539,265,274
Tiberias,subdistrict,moslems,55-60,220,125,95
Tiberias,subdistrict,moslems,60-65,416,153,263
Tiberias,subdistrict,moslems,65-70,182,93,89
Tiberias,subdistrict,moslems,70-75,176,67,109
Tiberias,subdistrict,moslems,75+,215,93,122
Tiberias,subdistrict,moslems,not_recorded,0,0,0
Tiberias,subdistrict,jews,total,7785,3921,3864
Tiberias,subdistrict,jews,0-1,268,142,126
Tiberias,subdistrict,jews,1-2,230,124,106
Tiberias,subdistrict,jews,2-3,240,112,128
Tiberias,subdistrict,jews,3-4,245,126,119
Tiberias,subdistrict,jews,4-5,246,143,103
Tiberias,subdistrict,jews,0-5,1229,647,582
Tiberias,subdistrict,jews,5-10,1059,559,500
Tiberias,subdistrict,jews,10-15,664,343,321
Tiberias,subdistrict,jews,15-20,566,288,278
Tiberias,subdistrict,jews,20-25,818,409,409
Tiberias,subdistrict,jews,25-30,761,388,373
Tiberias,subdistrict,jews,30-35,621,328,293
Tiberias,subdistrict,jews,35-40,427,199,228
Tiberias,subdistrict,jews,40-45,379,180,199
Tiberias,subdistrict,jews,45-50,204,107,97
Tiberias,subdistrict,jews,50-55,298,136,162
Tiberias,subdistrict,jews,55-60,144,74,70
Tiberias,subdistrict,jews,60-65,275,123,152
Tiberias,subdistrict,jews,65-70,117,53,64
Tiberias,subdistrict,jews,70-75,140,55,85
Tiberias,subdistrict,jews,75+,83,32,51
Tiberias,subdistrict,jews,not_recorded,0,0,0
Tiberias,subdistrict,christians,total,1734,892,842
Tiberias,subdistrict,christians,0-1,77,42,35
Tiberias,subdistrict,christians,1-2,63,37,26
Tiberias,subdistrict,christians,2-3,68,35,33
Tiberias,subdistrict,christians,3-4,61,32,29
Tiberias,subdistrict,christians,4-5,53,25,28
Tiberias,subdistrict,christians,0-5,322,171,151
Tiberias,subdistrict,christians,5-10,220,111,109
Tiberias,subdistrict,christians,10-15,118,63,55
Tiberias,subdistrict,christians,15-20,115,59,56
Tiberias,subdistrict,christians,20-25,185,99,86
Tiberias,subdistrict,christians,25-30,176,97,79
Tiberias,subdistrict,christians,30-35,126,65,61
Tiberias,subdistrict,christians,35-40,111,54,57
Tiberias,subdistrict,christians,40-45,80,37,43
Tiberias,subdistrict,christians,45-50,70,37,33
Tiberias,subdistrict,christians,50-55,68,34,34
Tiberias,subdistrict,christians,55-60,36,17,19
Tiberias,subdistrict,christians,60-65,45,23,22
Tiberias,subdistrict,christians,65-70,19,7,12
Tiberias,subdistrict,christians,70-75,26,12,14
Tiberias,subdistrict,christians,75+,17,6,11
Tiberias,subdistrict,christians,not_recorded,0,0,0
Tiberias,subdistrict,others,total,910,463,447
Tiberias,subdistrict,others,0-1,30,17,13
Tiberias,subdistrict,others,1-2,25,19,6
Tiberias,subdistrict,others,2-3,30,13,17
Tiberias,subdistrict,others,3-4,31,15,16
Tiberias,subdistrict,others,4-5,34,15,19
Tiberias,subdistrict,others,0-5,150,79,71
Tiberias,subdistrict,others,5-10,113,60,53
Tiberias,subdistrict,others,10-15,83,48,35
Tiberias,subdistrict,others,15-20,41,24,17
Tiberias,subdistrict,others,20-25,54,24,30
Tiberias,subdistrict,others,25-30,80,39,41
Tiberias,subdistrict,others,30-35,78,43,35
Tiberias,subdistrict,others,35-40,62,29,33
Tiberias,subdistrict,others,40-45,80,20,60
Tiberias,subdistrict,others,45-50,33,28,5
Tiberias,subdistrict,others,50-55,36,20,16
Tiberias,subdistrict,others,55-60,19,12,7
Tiberias,subdistrict,others,60-65,25,11,14
Tiberias,subdistrict,others,65-70,23,10,13
Tiberias,subdistrict,others,70-75,14,6,8
Tiberias,subdistrict,others,75+,19,10,9
Tiberias,subdistrict,others,not_recorded,0,0,0
Acre,subdistrict,all,total,45142,23177,21965
Acre,subdistrict,all,0-1,1816,939,877
Acre,subdistrict,all,1-2,1328,706,622
Acre,subdistrict,all,2-3,1552,793,759
Acre,subdistrict,all,3-4,1493,744,749
Acre,subdistrict,all,4-5,1410,761,649
Acre,subdistrict,all,0-5,7599,3943,3656
Acre,subdistrict,all,5-10,6203,3333,2870
Acre,subdistrict,all,10-15,3642,2027,1615
Acre,subdistrict,all,15-20,2975,1617,1358
Acre,subdistrict,all,20-25,3936,1961,1975
Acre,subdistrict,all,25-30,4210,2170,2040
Acre,subdistrict,all,30-35,3283,1680,1603
Acre,subdistrict,all,35-40,2880,1451,1429
Acre,subdistrict,all,40-45,2245,1001,1244
Acre,subdistrict,all,45-50,1912,1001,911
Acre,subdistrict,all,50-55,1666,774,892
Acre,subdistrict,all,55-60,969,519,450
Acre,subdistrict,all,60-65,1295,593,702
Acre,subdistrict,all,65-70,724,374,350
Acre,subdistrict,all,70-75,699,296,403
Acre,subdistrict,all,75+,903,436,467
Acre,subdistrict,all,not_recorded,1,1,0
Acre,subdistrict,moslems,total,31905,16582,15323
Acre,subdistrict,moslems,0-1,1304,680,624
Acre,subdistrict,moslems,1-2,943,499,444
Acre,subdistrict,moslems,2-3,1108,548,560
Acre,subdistrict,moslems,3-4,1087,550,537
Acre,subdistrict,moslems,4-5,1008,550,458
Acre,subdistrict,moslems,0-5,5450,2827,2623
Acre,subdistrict,moslems,5-10,4337,2338,1999
Acre,subdistrict,moslems,10-15,2561,1428,1133
Acre,subdistrict,moslems,15-20,2159,1221,938
Acre,subdistrict,moslems,20-25,2867,1462,1405
Acre,subdistrict,moslems,25-30,3021,1574,1447
Acre,subdistrict,moslems,30-35,2356,1228,1128
Acre,subdistrict,moslems,35-40,2027,1047,980
Acre,subdistrict,moslems,40-45,1572,701,871
Acre,subdistrict,moslems,45-50,1339,736,603
Acre,subdistrict,moslems,50-55,1143,523,620
Acre,subdistrict,moslems,55-60,623,343,280
Acre,subdistrict,moslems,60-65,901,407,494
Acre,subdistrict,moslems,65-70,454,243,211
Acre,subdistrict,moslems,70-75,472,205,267
Acre,subdistrict,moslems,75+,623,299,324
Acre,subdistrict,moslems,not_recorded,0,0,0
Acre,subdistrict,jews,total,296,162,134
Acre,subdistrict,jews,0-1,9,3,6
Acre,subdistrict,jews,1-2,7,2,5
Acre,subdistrict,jews,2-3,10,4,6
Acre,subdistrict,jews,3-4,10,5,5
Acre,subdistrict,jews,4-5,9,6,3
Acre,subdistrict,jews,0-5,45,20,25
Acre,subdistrict,jews,5-10,41,22,19
Acre,subdistrict,jews,10-15,19,8,11
Acre,subdistrict,jews,15-20,15,9,6
Acre,subdistrict,jews,20-25,33,20,13
Acre,subdistrict,jews,25-30,42,22,20
Acre,subdistrict,jews,30-35,29,19,10
Acre,subdistrict,jews,35-40,23,13,10
Acre,subdistrict,jews,40-45,11,6,5
Acre,subdistrict,jews,45-50,9,5,4
Acre,subdistrict,jews,50-55,5,3,2
Acre,subdistrict,jews,55-60,8,5,3
Acre,subdistrict,jews,60-65,4,3,1
Acre,subdistrict,jews,65-70,3,2,1
Acre,subdistrict,jews,70-75,3,1,2
Acre,subdistrict,jews,75+,6,4,2
Acre,subdistrict,jews,not_recorded,0,0,0
Acre,subdistrict,christians,total,7672,3809,3863
Acre,subdistrict,christians,0-1,297,150,147
Acre,subdistrict,christians,1-2,219,123,96
Acre,subdistrict,christians,2-3,236,125,111
Acre,subdistrict,christians,3-4,224,113,111
Acre,subdistrict,christians,4-5,216,110,106
Acre,subdistrict,christians,0-5,1192,621,571
Acre,subdistrict,christians,5-10,1114,612,502
Acre,subdistrict,christians,10-15,592,333,259
Acre,subdistrict,christians,15-20,511,245,266
Acre,subdistrict,christians,20-25,652,312,340
Acre,subdistrict,christians,25-30,667,330,337
Acre,subdistrict,christians,30-35,524,254,270
Acre,subdistrict,christians,35-40,486,229,257
Acre,subdistrict,christians,40-45,370,156,214
Acre,subdistrict,christians,45-50,352,153,199
Acre,subdistrict,christians,50-55,318,162,156
Acre,subdistrict,christians,55-60,213,99,114
Acre,subdistrict,christians,60-65,223,102,121
Acre,subdistrict,christians,65-70,174,81,93
Acre,subdistrict,christians,70-75,141,53,88
Acre,subdistrict,christians,75+,143,67,76
Acre,subdistrict,christians,not_recorded,0,0,0
Acre,subdistrict,others,total,5269,2624,2645
Acre,subdistrict,others,0-1,206,106,100
