date	pub	page_id	disease	term	haifa	dateline	hospital	epidemic_words	soft_term	window	reg_before	reg_after	reg_deaths_before	reg_coverage	surge	days_after_surge	lead_lag
1941-08-01	difaa	difaa19410801-01.1.2	plague	الطاعون	window			y		…استيصال وباء الطاعون واصدر فخامه المندوب السامي بيانا موجب قانون الصحه العامه يعلن فيه ان مدينه وميناء حيفا معرضتان تخطر جدي من وباء الطاعون، لذلك فان الماده العشرين من القانون المذكور اصبحت ساريه علي منطقه تنظيم بلديه حيفا الي حين اشعار اخر عكا وانظمه الدفاع واصدر فخامته امرا بتطبيق انظمه…	0	0	0	absent			no-register-coverage
1941-08-10	difaa	difaa19410810-01.1.2	plague	الطاعون	window					…واستيصال الطاعون قررت السلطات المحليه في حيفا ازاله عدد كبير من البراكات والبيوت الخشبيه الواقعه في اماكن معينه من المدينه وكذلك الاصطبلات والحظاير والمزابل لاباده الفيران المشبوهه بحمل جراثيم الطاعون وقد فحصت دايره الصحه حتي الان اكثر من الف جنه من الفيران فظهر ان عددا ضييلا جدا منها يحمل الجراثيم ، وقد دعي من القدس بعض الخبراء لمساعده السلطات في …	0	0	0	absent			no-register-coverage
1941-08-18	difaa	difaa19410818-01.1.3	plague	الطاعون	dateline	Haifa	y	y		…جاء ال حوالي مايتي براكه قد هدمت في الاسبوع المنصرم وكان ذلك الاوامر دايرتي الصحه والبلديه مخافه تفشي وباء الطاعون وقد استعلمنا عن المصاب الثاني في وباء الطاعون ففهمنا ان حالته حسنه وسيخرج من المستشفي الحكومي بعد يومين لحل مشكله المياه في الناصره بديء في الناصره بتوزيع المياه من الخزان الثالث وقد تحسنت الحاله…	0	0	0	absent			no-register-coverage
1941-08-24	difaa	difaa19410824-01.1.2	plague	الطاعون	page					…مكافحه الطاعون…							
1941-08-28	difaa	difaa19410828-01.1.2	plague	الطاعون	paragraph					…مثلي هدار ها كرمل وسمع الي شكايتهم بشان الضرر الذي يلحق الفقراء من السكان عندما تهدم براكاتهم وبيوتهم الخشبيه التي ستهدم بسبب التدابير الخاصه بمكافحه الطاعون ، وقد سجل سعادته هذه الشكوي ووعد ببحثها بعنايه…	0	0	0	absent			no-register-coverage
1941-08-29	difaa	difaa19410829-01.1.2	plague	الطاعون	window		y	y		…ثانيه تعقد لجنه موظفي الدرجه الثانيه في المواء بعد ظهر اليوم الجمعه - جلسه في بيت سكرتيرها في العجمي البحث بعض الشيون الخاصه في العجمي تدابير استيصال الطاعون نقل الي مستشفي الحكومه في حيفا يوم امس شخص ظهرت عليه اعراض الطاعون وقد دل هذا علي ان التدابير التي اتخذت لم تستكمل استيصال خطر هذا المرض ، لذلك فقد ضاعفت السلطات نشاطها وقررت اتخاذ تدابیر اخري شديده منها الاصرار علي …	0	0	0	absent			no-register-coverage
1941-08-31	difaa	difaa19410831-01.1.3	malaria	الملاريا	other:Jerusalem	Jerusalem				…بالارد حاكم اللواء والمستر تسمن مدير البوليس الي مركز بوليس الزويره في قضاء بير السبع وعادا في المساء ذهب الي خان يونس طبيب الصبحه للتفتيش علي مقاومه الملاريا في المستنقعات عقدت محكمه البلديه جلسه برياسه السيد رشدي الشوا وفصلت في ٣٠ مخالفه يعقد في قريه الفالوجه غدا اجتماع لبحث ضريبه الدخل يحضره القايمقام ال…							
1941-09-16	difaa	difaa19410916-01.1.2	plague	الطاعون	page					…تداييد شديده الاستيصال الطاعون…							
1941-09-16	difaa	difaa19410916-01.1.2	plague	الطاعون	window			y		…صدر عن مكتب حاكم اللواء في حيفا امسي بلاغ رسمي بشان التدابير المتخذه ضد انتشار الطاعون في المدينه ورد فيه يلي : عقد اجتماع كبير في دار الحكومه ما يوم امس درست فيه مساله هدم الاكواخ والبراكانت الخشبيه في هدار ها كرمل بسبب وباء الطاعون المنتشر ، وقد اشترك في الاجتماع الكولونك هيرون مدير الصحه العامه والمستر بولاك حاكم المواء ورييس لجنه بلديه حيفا ومدير صحه حيفا ورييس لجنه الكرمل وري…	0	0	0	absent			no-register-coverage
1941-09-23	difaa	difaa19410923-01.1.2	plague	بالطاعون	window					…ذهب الي حيفا صباح امس نايب رييس | البلديه ورييس اطباء اللواء ومساعده الشاهده الاعمال الجاريه في استيصال الجرذان الموبوءه بالطاعون…	0	0	0	absent			no-register-coverage
1941-10-12	difaa	difaa19411012-01.1.2	plague	الطاعون	paragraph					…سكيرك ، لذلك تقرير مفاوضه اصحاب هذه الاملاك بشان الهدم وقررت اللجنه بناء علي توصيه دايره الصحه رصف وتبليط مساحات كبيره من الارصفه والجهات لمنع انتشار الطاعون ا…	0	0	0	absent			no-register-coverage
1941-11-14	difaa	difaa19411114-01.1.3	plague	الطاعون	page					…نجاح دايره الصحه في استيصال الطاعون…							
1941-11-14	difaa	difaa19411114-01.1.3	plague	الطاعون	page		y	y		…حسب بلغت كميات الجراذين والفيران التي اصطيدت منذ الوقت الذي وجدت فيه اصابات الطاعون - المعلومات الرسميه كما : اصطيد في شهر تموز من هذا يلي العام ٤٤ جرذونا ميتا و ٤٣٦ حيا . وفي شهر اب ۳۰۸ ميتين و ٦٨١ حيا. وفي شهر تشرين اول ١٨٦ ميتا و ۸۸۹ حيا . وقد بلغ جميع ما اصطيد الي الان ١٠٠٦ ميتين و ٣٥٥٧ حيا . ولا تزال دايره الصحه مهتمه بمقاومه الجرذان والفتك بها للقضاء علي وباء الطاعون في المدينه . وكانت اعمالها خلال انتشار الوباء منار تقدير المسيولين والسكان والاعجاب بها . ثم انه لاطلاع القراء علي اصابات مرض الطاعون يذكر ان عشره اشخاص اصيبوا بهذا المرض ودخلوا مستشفي الحكومه وقد شفي تسعه منهم وانه وان كان لدي التحليل لم يثبت وجود مرض الطاعون في الجرذان التي اسطيدت . الا ان الجراذين الميته لا شك في انها مريضه . اما عدد الجرادين التي وجد انها مصابه بوباء الطاعون فعددها ٣٩ جرذونا .…							
1941-11-14	difaa	difaa19411114-01.1.3	influenza	الانفلونزا	page					…ه علي وجه لا مثيل له فاسرع NEY BOVRIL BOYRIL LYD LONDON لك في تناول البوفريل علي الاقل مره في اليوم القوه الخصوصيه ي ENGLAND الموفريل اللازمه لمقاومه الانفلونزا الموزعون الوحيدون في فلسطين محلات سبني…							
1941-11-26	difaa	difaa19411126-01.1.2	plague	طاعون	page					…عمد ممتاز من الجديده الرسميه ... استيراد الابقار - طاعون الدواجن - الخ .…							
1941-11-26	difaa	difaa19411126-01.1.2	plague	طاعون	window					…و الخبر الثالث بيان يعلن انتشار طاعون الدواجن في منطقه حيفا ، لذلك يمنع بيع ايه طيور داجنه اوعرضها للبيع في اسواق حيفا والخبر الرابع هو قايمه الخمسين شخصا من رعايا الدول التي اصبحت معاديه…	0	0	0	absent			no-register-coverage
1942-01-08	difaa	difaa19420108-01.1.2	diphtheria	الخناق	page				y	…الخناق عيده من بذور الحنطه…							
1942-01-21	difaa	difaa19420121-01.1.2	malaria	الملاريا	page					…به زاجره علي لص قدم للمحاكمه يوم امس لص كان قد نشل محفظ، امام مسجد قريه البصر فحكم عليه بدفع قيمه ما في المحفظه وبالسجن سنتين جوله علي القري المقاومه الملاريا قام السيد لطفي ابو علي مفتش الصحه بجوله في قري القضاء لمكافحه الملار وقد اصبحت معظم القري نظيفه من هذا المرض…							
1942-02-05	difaa	difaa19420205-01.1.2	plague	بالطاعون	paragraph			y		…ب اشرنا اليه في حينه مات به صيدلي يهودي علي اثر ظهور اعراض غريبه في جسمه بدات بسقوط دم من الله وانفه حتي مات وقد ظنت السلطات المسءوله ان الصيدلي اصيب بالطاعون فسارعت الي اتخاذ التدابير الصارمه و طعمت جميع الجيران باللقاح ضد الطاعون لكن السلطات عدات بعد ذلك عن هذا الراي بعد ان لم تظهر مضاعفات جديده.…	0	0	0	absent			no-register-coverage
1942-02-23	difaa	difaa19420223-01.1.3	plague	بالطاعون	dateline	Haifa	y	y		…م الفوج الاول من فرق الوقايه من الغارات الجويه الي مستشفي الحكومه الاخذ عينات من دمهم ليجري فحصها كي تستخدم في الانقاذ و الاسعاف عند الحاجه شفاء مصاب بالطاعون واستمرار التدابير شفي البوليس الذي اصيب مءخرا بمرض الطاعون وقد وقعت اصابه جديده شخص اخر . وقد صيد امس واليوم ٨٣ جرذونا . نقل اثنين ينتميان الي عصابه نقل الشخصان اللذان اعتقلا مءخرا بتهمه انتمايها الي عصابه شت…	0	0	0	absent			no-register-coverage
1942-02-23	difaa	difaa19420223-01.1.3	influenza	والانفلونزا	page					…نت نحوي اجود وانقي العقاقير الطبيه الفعاله تنزيل اوجاع الراس والاستنان اولا . والاذن والظهر و الصداع والام الاعصاب بجميع انواعها تانها معرفه للرشوحات والانفلونزا و الزكام والحميات ثالثا: تزيل اوجاع الروماتيزم وامراض المفاصل عند الالم مع كميه من طريقه الاستعمال : تءخذ برشامه واحده الماء ويمكن اعادتها ثانيه بعد مضي ساعه …							
1942-02-25	difaa	difaa19420225-01.1.3	plague	الطاعون	page		y	y		…اصابه باعراض الطاعون نقل الي مستشفي الحكومه للامراض الساريه في بني براك قرب يافا شخص يهودي ظهرت عليه اعراض الطاعون في تل ابيب ، واسم الشخص يهودا غابوب وهو سايق سياره يقيم في شارع الملك وكان ملازما الفراش في منزله جورج و مده ثلاثه اسابيع الي ان قرر طبيب الحكومه نقل…							
1942-03-08	difaa	difaa19420308-01.1.2	plague	الطاعون	page					…حث في شيون المدينه الصحيه وضروره توحيد الجهود بين البلديه ودايره الصحه في اللواء للقضاء علي الجرذان من الدور و الافران لانها العامل الوحيد في نقل مرض الطاعون من جهه الي اخري ، وتطبيق نظام دايره الصحه العامه الصادر في سنه ١٩٤٠ علي سكان المدينه بحذافيره و بعد ان اتخذت عده مقررات مناسبه بهذا الشان قام المجتمع…							
